Date,open,high,low,close,volume,SP>SMA5,SP>SMA7,SP>SMA14,SMA5>SMA14,SP>EMA5,SP>EMA7,SP>EMA9,SP>EMA13,SP>EMA20,EMA9>EMA20,MACD>MACD_SIGNAL,RSI<30,RSI>70,SP>UBB,SP<LBB,SP>MBB,VOL>AVG_VOL10,INC_VOL
2018-10-09,47.529998779296875,48.029998779296875,47.279998779296875,47.4900016784668,17008400.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018-10-10,47.439998626708984,47.5099983215332,45.540000915527344,45.630001068115234,33055800.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
2018-10-11,45.459999084472656,45.599998474121094,43.91999816894531,44.119998931884766,36496300.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True
2018-10-12,44.93000030517578,45.849998474121094,44.459999084472656,45.709999084472656,35424000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2018-10-15,45.52000045776367,45.720001220703125,44.66999816894531,44.66999816894531,26160500.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2018-10-16,45.290000915527344,45.939998626708984,44.849998474121094,45.81999969482422,22669400.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2018-10-17,45.88999938964844,46.22999954223633,45.220001220703125,45.939998626708984,17803400.0,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
2018-10-18,46.29999923706055,46.4900016784668,45.150001525878906,45.459999084472656,19044600.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018-10-19,45.400001525878906,46.20000076293945,45.130001068115234,45.34000015258789,21356300.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018-10-22,45.77000045776367,46.279998779296875,45.40999984741211,45.7599983215332,19195400.0,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
2018-10-23,45.150001525878906,45.77000045776367,44.439998626708984,45.41999816894531,21836200.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018-10-24,45.4900016784668,45.68000030517578,43.959999084472656,44.06999969482422,29588800.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
2018-10-25,44.619998931884766,45.810001373291016,44.209999084472656,45.470001220703125,27054500.0,True,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False
2018-10-26,44.56999969482422,45.11000061035156,43.779998779296875,44.25,31806600.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2018-10-29,44.88999938964844,45.04999923706055,42.939998626708984,43.84000015258789,28214200.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018-10-30,43.91999816894531,44.70000076293945,43.75,44.58000183105469,25924600.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2018-10-31,45.04999923706055,46.29999923706055,44.88999938964844,45.75,26023700.0,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,True,False,False
2018-11-01,45.66999816894531,45.880001068115234,45.099998474121094,45.650001525878906,24662100.0,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,True,False,False
2018-11-02,45.720001220703125,46.09000015258789,44.97999954223633,45.47999954223633,25581300.0,True,True,True,False,True,True,True,True,False,False,True,False,False,False,False,True,False,False
2018-11-05,45.7400016784668,46.439998626708984,45.349998474121094,46.13999938964844,17525200.0,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,False
2018-11-06,46.040000915527344,46.619998931884766,46.0,46.5,15446700.0,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,False
2018-11-07,46.97999954223633,47.93000030517578,46.75,47.900001525878906,19990400.0,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,False,False
2018-11-08,47.869998931884766,48.439998626708984,47.869998931884766,48.439998626708984,21002000.0,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,False,True
2018-11-09,48.08000183105469,48.25,46.70000076293945,47.11000061035156,22015400.0,False,True,True,True,False,True,True,True,True,True,True,False,False,False,False,True,False,False
2018-11-12,47.13999938964844,47.25,45.540000915527344,45.619998931884766,25913500.0,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True
2018-11-13,45.70000076293945,46.060001373291016,45.029998779296875,45.119998931884766,26196700.0,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False
2018-11-14,45.459999084472656,45.63999938964844,44.08000183105469,44.33000183105469,36613500.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True
2018-11-15,46.79999923706055,47.099998474121094,45.150001525878906,46.77000045776367,45983300.0,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,True,True,True
2018-11-16,46.459999084472656,47.040000915527344,46.130001068115234,46.349998474121094,31327400.0,True,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,False,False
2018-11-19,46.349998474121094,46.58000183105469,45.25,45.75,28370400.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
2018-11-20,44.91999816894531,45.290000915527344,44.13999938964844,44.4900016784668,28430600.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018-11-21,44.95000076293945,45.18000030517578,44.400001525878906,44.88999938964844,20117400.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018-11-23,44.45000076293945,45.119998931884766,44.38999938964844,44.540000915527344,9372900.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018-11-26,45.13999938964844,45.63999938964844,45.09000015258789,45.56999969482422,18275900.0,True,True,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False
2018-11-27,45.45000076293945,46.38999938964844,45.209999084472656,46.119998931884766,21472700.0,True,True,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True
2018-11-28,46.29999923706055,47.47999954223633,46.119998931884766,47.290000915527344,24293800.0,True,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,False,True
2018-11-29,46.900001525878906,47.7599983215332,46.900001525878906,47.34000015258789,22650800.0,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False
2018-11-30,47.27000045776367,47.90999984741211,46.91999816894531,47.869998931884766,41619100.0,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,True,False
2018-12-03,48.31999969482422,48.790000915527344,48.08000183105469,48.7400016784668,24690100.0,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,False,False
2018-12-04,48.70000076293945,49.13999938964844,47.25,47.349998474121094,30802700.0,False,True,True,True,False,True,True,True,True,True,True,False,False,False,False,True,False,False
2018-12-06,46.9900016784668,48.459999084472656,46.470001220703125,48.38999938964844,40133000.0,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,True,True
2018-12-07,48.15999984741211,48.4900016784668,46.36000061035156,46.439998626708984,38298000.0,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,True,False
2018-12-10,46.29999923706055,47.130001068115234,45.81999969482422,46.86000061035156,28682000.0,False,False,True,True,False,False,False,False,True,True,True,False,False,False,False,True,False,False
2018-12-11,47.86000061035156,47.900001525878906,46.709999084472656,47.09000015258789,26048500.0,False,False,True,True,False,False,True,True,True,True,True,False,False,False,False,True,False,False
2018-12-12,47.91999816894531,48.20000076293945,47.36000061035156,47.41999816894531,23157200.0,True,False,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False
2018-12-13,47.68000030517578,47.970001220703125,47.130001068115234,47.470001220703125,20051700.0,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False
2018-12-14,46.369998931884766,46.619998931884766,45.63999938964844,45.81999969482422,27364500.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2018-12-17,45.81999969482422,45.9900016784668,43.90999984741211,44.20000076293945,36610300.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2018-12-18,44.54999923706055,44.61000061035156,43.72999954223633,44.060001373291016,30513800.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2018-12-19,43.88999938964844,44.91999816894531,42.56999969482422,43.13999938964844,34820100.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2018-12-20,42.9900016784668,43.22999954223633,41.869998931884766,42.4900016784668,38810900.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True
2018-12-21,42.90999984741211,43.459999084472656,41.7400016784668,41.849998474121094,77915100.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True
2018-12-24,41.70000076293945,41.810001373291016,40.25,40.279998779296875,24069400.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2018-12-26,40.68000030517578,42.5,40.400001525878906,42.470001220703125,33335900.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2018-12-27,41.88999938964844,42.93000030517578,41.150001525878906,42.90999984741211,28404100.0,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
2018-12-28,43.16999816894531,43.529998779296875,42.459999084472656,42.77000045776367,22447300.0,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2018-12-31,43.189998626708984,43.54999923706055,42.88999938964844,43.33000183105469,20581200.0,True,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False
2019-01-02,42.279998779296875,43.20000076293945,42.209999084472656,42.95000076293945,23833500.0,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
2019-01-03,42.29999923706055,42.40999984741211,40.959999084472656,41.06999969482422,29606700.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2019-01-04,41.849998474121094,43.0,41.529998779296875,42.91999816894531,27515000.0,True,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False
2019-01-07,42.86000061035156,43.650001525878906,42.7599983215332,43.209999084472656,19488100.0,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False
2019-01-08,43.56999969482422,43.939998626708984,43.099998474121094,43.560001373291016,22071400.0,True,True,True,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False
2019-01-09,43.869998931884766,43.869998931884766,43.16999816894531,43.31999969482422,22640000.0,True,True,True,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False
2019-01-10,43.11000061035156,43.290000915527344,42.58000183105469,43.2400016784668,23277600.0,False,True,True,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False
2019-01-11,43.11000061035156,43.540000915527344,42.88999938964844,43.4900016784668,17378400.0,True,True,True,True,True,True,True,True,False,False,True,False,False,False,False,True,False,False
2019-01-14,43.08000183105469,43.38999938964844,43.0,43.209999084472656,16243600.0,False,False,True,True,False,True,True,False,False,False,True,False,False,False,False,True,False,False
2019-01-15,43.33000183105469,44.040000915527344,43.150001525878906,44.02000045776367,17744100.0,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,False
2019-01-16,44.119998931884766,44.2400016784668,43.7599983215332,43.959999084472656,17262500.0,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,False
2019-01-17,43.869998931884766,44.529998779296875,43.79999923706055,44.209999084472656,18826200.0,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,False
2019-01-18,44.47999954223633,45.349998474121094,44.310001373291016,45.029998779296875,24416500.0,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,True
2019-01-22,44.880001068115234,45.2400016784668,44.380001068115234,44.779998779296875,21338400.0,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False
2019-01-23,45.13999938964844,45.880001068115234,45.02000045776367,45.459999084472656,24770400.0,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False
2019-01-24,45.630001068115234,45.75,45.22999954223633,45.61000061035156,17360600.0,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,False,False
2019-01-25,46.119998931884766,46.65999984741211,45.95000076293945,46.130001068115234,24196600.0,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,False,False
2019-01-28,45.72999954223633,45.77000045776367,45.22999954223633,45.75,18296700.0,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False
2019-01-29,45.810001373291016,46.04999923706055,45.650001525878906,45.959999084472656,14470100.0,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False
2019-01-30,45.939998626708984,46.93000030517578,45.91999816894531,46.709999084472656,18329300.0,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,False,False
2019-01-31,46.720001220703125,47.380001068115234,46.52000045776367,47.290000915527344,23693600.0,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,False,True
2019-02-01,47.369998931884766,47.560001373291016,47.04999923706055,47.34000015258789,16266500.0,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,False,False
2019-02-04,47.220001220703125,47.470001220703125,47.119998931884766,47.349998474121094,15743100.0,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,False,False
2019-02-05,47.41999816894531,47.459999084472656,47.08000183105469,47.2599983215332,16946300.0,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,False,False
2019-02-06,47.119998931884766,47.59000015258789,46.95000076293945,47.47999954223633,18160500.0,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,False,False
2019-02-07,47.189998626708984,47.31999969482422,46.4900016784668,46.70000076293945,20331200.0,False,False,True,True,False,False,False,True,True,True,True,False,False,False,False,True,False,False
2019-02-08,46.400001525878906,47.20000076293945,46.29999923706055,47.189998626708984,18407100.0,False,False,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False
2019-02-11,47.34000015258789,47.709999084472656,47.130001068115234,47.58000183105469,19363600.0,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False
2019-02-12,47.27000045776367,48.150001525878906,47.15999984741211,47.88999938964844,23909200.0,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,False,True
2019-02-13,47.86000061035156,47.95000076293945,47.119998931884766,47.5,28325600.0,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,True,True
2019-02-14,48.849998474121094,49.68000030517578,48.34000015258789,48.400001525878906,47598600.0,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,True,True
2019-02-15,48.83000183105469,49.59000015258789,48.439998626708984,49.43000030517578,30189600.0,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,False,False
2019-02-19,49.20000076293945,49.93000030517578,49.20000076293945,49.650001525878906,20204500.0,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,False,False
2019-02-20,49.70000076293945,49.79999923706055,49.349998474121094,49.630001068115234,17550900.0,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,False,False
2019-02-21,49.540000915527344,49.720001220703125,49.20000076293945,49.40999984741211,17120600.0,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,False,False
2019-02-22,49.70000076293945,50.220001220703125,49.58000183105469,50.11000061035156,22008100.0,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,False,False
2019-02-25,50.34000015258789,51.0,50.34000015258789,50.790000915527344,24264300.0,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,False,True
2019-02-26,50.5099983215332,51.40999984741211,50.47999954223633,51.18000030517578,19382500.0,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,False,False
2019-02-27,51.209999084472656,51.650001525878906,50.88999938964844,51.59000015258789,19940900.0,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,False,False
2019-02-28,51.54999923706055,51.959999084472656,51.349998474121094,51.77000045776367,30708500.0,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,False,True
2019-03-01,52.0,52.09000015258789,51.27000045776367,51.40999984741211,23683700.0,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,False,False
2019-03-04,51.650001525878906,51.91999816894531,50.630001068115234,51.15999984741211,18725900.0,False,True,True,True,False,True,True,True,True,True,True,False,True,False,False,True,False,False
2019-03-05,51.119998931884766,51.5099983215332,50.970001220703125,51.29999923706055,14994200.0,False,False,True,True,True,True,True,True,True,True,True,False,True,False,False,True,False,False
2019-03-06,51.369998931884766,51.790000915527344,50.91999816894531,51.66999816894531,19686900.0,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,False,False
2019-03-07,51.54999923706055,51.970001220703125,51.209999084472656,51.290000915527344,22209200.0,False,False,True,True,False,True,True,True,True,True,False,False,False,False,False,True,False,True
2019-03-08,50.720001220703125,51.130001068115234,50.5099983215332,51.06999969482422,18182200.0,False,False,True,True,False,False,True,True,True,True,False,False,False,False,False,True,False,False
2019-03-11,51.13999938964844,52.09000015258789,51.099998474121094,51.91999816894531,17859300.0,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,True,False,False
2019-03-12,52.0099983215332,52.279998779296875,51.68000030517578,52.150001525878906,19485300.0,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,True,False,False
2019-03-13,52.40999984741211,52.86000061035156,52.13999938964844,52.59000015258789,20568000.0,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,True,False,False
2019-03-14,52.630001068115234,52.959999084472656,52.5099983215332,52.7400016784668,19215900.0,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,True,False,False
2019-03-15,52.939998626708984,53.619998931884766,52.93000030517578,53.20000076293945,43670700.0,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,True,False
2019-03-18,53.27000045776367,53.939998626708984,53.09000015258789,53.5099983215332,19073800.0,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,False,False
2019-03-19,53.790000915527344,54.0,53.13999938964844,53.310001373291016,20596400.0,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,False,False
