Date,open,high,low,close,volume,SP>SMA5,SP>SMA7,SP>SMA14,SMA5>SMA14,SP>EMA5,SP>EMA7,SP>EMA9,SP>EMA13,SP>EMA20,EMA9>EMA20,MACD>MACD_SIGNAL,RSI<30,RSI>70,SP>UBB,SP<LBB,SP>MBB,VOL>AVG_VOL10,INC_VOL
2018-10-09,100.18000030517578,101.20999908447266,97.75,99.1500015258789,2344700.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2018-10-10,97.62999725341797,97.8499984741211,93.73999786376953,93.8499984741211,3576500.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True
2018-10-11,94.12000274658203,95.9800033569336,91.29000091552734,91.7699966430664,2129800.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2018-10-12,94.08999633789062,94.91999816894531,91.6500015258789,93.19000244140625,1482000.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2018-10-15,93.06999969482422,93.5199966430664,91.05999755859375,91.08999633789062,1564500.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2018-10-16,91.6500015258789,93.13999938964844,90.9000015258789,92.95999908447266,1624400.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018-10-17,96.9800033569336,97.0,93.20999908447266,93.81999969482422,1937800.0,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
2018-10-18,93.29000091552734,93.55000305175781,91.08999633789062,91.33999633789062,1584400.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2018-10-19,91.61000061035156,92.81999969482422,90.12000274658203,90.80999755859375,1961500.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2018-10-22,91.11000061035156,91.56999969482422,89.08999633789062,90.27999877929688,1996100.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
2018-10-23,87.86000061035156,90.81999969482422,87.0199966430664,90.48999786376953,1412100.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2018-10-24,89.20999908447266,89.55999755859375,85.88999938964844,86.0,2312600.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2018-10-25,87.54000091552734,89.56999969482422,87.0,89.02999877929688,1619200.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018-10-26,87.0,89.05999755859375,86.0,87.20999908447266,2685600.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2018-10-29,88.66999816894531,89.04000091552734,84.58999633789062,85.12999725341797,2113200.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2018-10-30,88.5,92.4800033569336,87.0199966430664,91.5999984741211,2899600.0,True,True,True,False,True,True,True,True,False,False,False,False,False,False,False,False,True,False
2018-10-31,92.70999908447266,92.75,90.04000091552734,91.54000091552734,1687800.0,True,True,True,False,True,True,True,True,False,False,True,False,False,False,False,False,False,False
2018-11-01,91.94999694824219,95.48999786376953,91.30999755859375,94.91999816894531,2951400.0,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,True,True,False
